pin_id,cell_type,direction,is_clk,fanout,slack_min,slew_r,slew_f
_064_/C,sky130_fd_sc_hd__and4b_1,input,0,0,2.622045,0.480635,0.149461
_064_/D,sky130_fd_sc_hd__and4b_1,input,0,0,2.707742,0.594854,0.178699
_064_/X,sky130_fd_sc_hd__and4b_1,output,0,41,2.531083,0.591187,0.223033
_066_/A,sky130_fd_sc_hd__nand3_1,input,0,0,1.730053,0.180322,0.237287
_066_/B,sky130_fd_sc_hd__nand3_1,input,0,0,2.523585,0.318837,0.122445
_066_/C,sky130_fd_sc_hd__nand3_1,input,0,0,2.531187,0.591187,0.223033
_066_/Y,sky130_fd_sc_hd__nand3_1,output,0,4,1.730053,0.195028,0.130546
_068_/A_N,sky130_fd_sc_hd__nand4b_1,input,0,0,2.977160,0.616005,0.181179
_068_/B,sky130_fd_sc_hd__nand4b_1,input,0,0,2.554553,0.363014,0.118676
_068_/C,sky130_fd_sc_hd__nand4b_1,input,0,0,2.634188,0.480635,0.149461
_068_/D,sky130_fd_sc_hd__nand4b_1,input,0,0,2.621842,0.594854,0.178699
_068_/Y,sky130_fd_sc_hd__nand4b_1,output,0,41,2.554553,0.684250,0.449778
_069_/A1,sky130_fd_sc_hd__o21ai_0,input,0,0,2.660276,0.733470,0.348663
_069_/A2,sky130_fd_sc_hd__o21ai_0,input,0,0,2.554555,0.684250,0.449778
_069_/B1,sky130_fd_sc_hd__o21ai_0,input,0,0,1.457899,0.099991,0.050904
_069_/Y,sky130_fd_sc_hd__o21ai_0,output,0,4,1.457899,0.434301,0.132432
_071_/A1,sky130_fd_sc_hd__a21oi_1,input,0,0,1.730053,0.195028,0.130546
_071_/A2,sky130_fd_sc_hd__a21oi_1,input,0,0,1.457899,0.434301,0.132432
_071_/B1,sky130_fd_sc_hd__a21oi_1,input,0,0,1.231392,0.000000,0.000000
_071_/Y,sky130_fd_sc_hd__a21oi_1,output,0,2,1.231392,0.268884,0.075351
_072_/A,sky130_fd_sc_hd__nand3_1,input,0,0,1.730053,0.180322,0.237287
_072_/B,sky130_fd_sc_hd__nand3_1,input,0,0,2.523585,0.318837,0.122445
_072_/C,sky130_fd_sc_hd__nand3_1,input,0,0,2.531187,0.591187,0.223033
_072_/Y,sky130_fd_sc_hd__nand3_1,output,0,4,1.730053,0.195028,0.130546
_073_/A1,sky130_fd_sc_hd__o21ai_0,input,0,0,2.660276,0.733470,0.348663
_073_/A2,sky130_fd_sc_hd__o21ai_0,input,0,0,2.554555,0.684250,0.449778
_073_/B1,sky130_fd_sc_hd__o21ai_0,input,0,0,1.457899,0.099991,0.050904
_073_/Y,sky130_fd_sc_hd__o21ai_0,output,0,4,1.457899,0.434301,0.132432
_074_/A1,sky130_fd_sc_hd__a21oi_1,input,0,0,1.730053,0.195028,0.130546
_074_/A2,sky130_fd_sc_hd__a21oi_1,input,0,0,1.457899,0.434301,0.132432
_074_/B1,sky130_fd_sc_hd__a21oi_1,input,0,0,1.231392,0.000000,0.000000
_074_/Y,sky130_fd_sc_hd__a21oi_1,output,0,2,1.231392,0.268884,0.075351
_075_/A,sky130_fd_sc_hd__nand3_1,input,0,0,1.730053,0.180322,0.237287
_075_/B,sky130_fd_sc_hd__nand3_1,input,0,0,2.523585,0.318837,0.122445
_075_/C,sky130_fd_sc_hd__nand3_1,input,0,0,2.531187,0.591187,0.223033
_075_/Y,sky130_fd_sc_hd__nand3_1,output,0,4,1.730053,0.195028,0.130546
